19,"d","South Carolina",16,45,720,36,457,3290
19,"d","",,,,,,
19,"d","South Dakota",280,71,19880,12127,176,34989
19,"d","Tennessee",6,55,330,69,488,1610
19,"d","Texas",133,70,9310,2607,208,19365
19,"d","Utah",31,32,992,169,193,1915
19,"d","Vermont",6,52,312,69,364,1136
19,"d","Virginia",5,38,190,30,585,1112
19,"d","Washington",84,35,2940,412,199,5851
19,"d","West Virginia",5,32,160,43,392,627
19,"d","Wisconsin",54,62,3348,1205,267,8939
19,"d","Wyoming",40,68,2720,190,178,4842
19,"d","",,,,,,
19,"d","Other States 5/ 6/",35,44,1525,416,424,6466
19,"d","",,,,,,
19,"d","United States 6/ 7/",2775,58.3,161882,41253,211.9,343028
19,"c",""
19,"f","1/ Honey producing colonies are the maximum number of colonies from which honey was harvested during the year. It is possible to harvest honey from colonies which did not survive the entire year."
19,"f","2/ Stocks held by producers."
19,"f","3/ Average price per pound based on expanded sales."
19,"f","4/ Value of production is equal to production multiplied by average price per pound."
19,"f","5/ Alaska, Connecticut, Delaware, Maryland, Massachusetts, Nevada, New Hampshire, New Mexico, Oklahoma, and Rhode Island not published separately to avoid disclosing data for individual operations."
19,"f","6/ Due to rounding, total colonies multiplied by total yield may not exactly equal production."
19,"f","7/ United States value of production will not equal summation of States."
20,"t","Honey: Released March 14, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
20,"t","Number of Colonies, Yield, Production, Stocks, Price, and Value – States and United States: 2017"
20,"t","[Operations with 5 or more colonies that also qualify as a farm. Colonies which produced honey in more than one State were counted in each State]"
20,"h","","","","","","",""
20,"h","","Honey","Yield","","","Average","Value"
20,"h","State","producing","per","Production","Stocks","price per","of"
20,"h","","colonies 1/","colony","","December 15 2/","pound 3/","production 4/"
20,"h","","","","","","",""
20,"u","","(1,000)","(pounds)","(1,000 pounds)","(1,000 pounds)","(cents)","(1,000 dollars)"
20,"d","Alabama",7,45,315,22,277,873
20,"d","Arizona",22,40,880,97,196,1725
20,"d","Arkansas",29,77,2233,223,191,4265
20,"d","California",335,41,13735,2198,209,28706
20,"d","Colorado",33,43,1419,284,206,2923
20,"d","Florida",205,43,8815,529,240,21156
20,"d","Georgia",99,32,3168,190,296,9377
20,"d","Hawaii",12,131,1572,16,151,2374
20,"d","Idaho",95,44,4180,1045,179,7482
20,"d","Illinois",11,46,506,167,476,2409
20,"d","",,,,,,
20,"d","Indiana",7,48,336,128,394,1324
20,"d","Iowa",35,58,2030,1035,222,4507
20,"d","Kansas",7,79,553,260,418,2312
20,"d","Kentucky",5,38,190,42,408,775
20,"d","Louisiana",43,81,3483,279,188,6548
20,"d","Maine",12,33,396,51,545,2158
20,"d","Michigan",87,45,3915,822,241,9435
20,"d","Minnesota",126,62,7812,1016,186,14530
20,"d","Mississippi",13,80,1040,83,181,1882
20,"d","Missouri",8,65,520,57,353,1836
20,"d","",,,,,,
20,"d","Montana",145,72,10440,2506,230,24012
20,"d","Nebraska",42,63,2646,423,199,5266
20,"d","New Jersey",13,28,364,167,786,2861
20,"d","New York",57,56,3192,766,301,9608
20,"d","North Carolina",11,41,451,99,434,1957
20,"d","North Dakota",455,74,33670,4377,189,63636
20,"d","Ohio",15,73,1095,657,312,3416
20,"d","Oregon",78,40,3120,998,189,5897
20,"d","Pennsylvania",16,46,736,177,340,2502
20,"d","South Carolina",16,34,544,27,306,1665
20,"d","",,,,,,
20,"d","South Dakota",255,57,14535,6541,191,27762
20,"d","Tennessee",7,41,287,75,468,1343
20,"d","Texas",120,66,7920,2297,211,16711
20,"d","Utah",27,31,837,67,206,1724
20,"d","Vermont",7,45,315,120,417,1314
20,"d","Virginia",5,35,175,39,573,1003
20,"d","Washington",77,45,3465,1594,225,7796
20,"d","West Virginia",6,40,240,50,385,924
20,"d","Wisconsin",53,56,2968,683,277,8221
20,"d","Wyoming",39,53,2067,186,159,3287
20,"d","",,,,,,
20,"d","Other States 5/ 6/",34,43,1473,184,411,6054
20,"d","",,,,,,
20,"d","United States 6/ 7/",2669,55.3,147638,30577,215.6,318308
20,"c",""
20,"f","1/ Honey producing colonies are the maximum number of colonies from which honey was harvested during the year. It is possible to harvest honey from colonies which did not survive the entire year."
20,"f","2/ Stocks held by producers."
20,"f","3/ Average price per pound based on expanded sales."
20,"f","4/ Value of production is equal to production multiplied by average price per pound."
20,"f","5/ Alaska, Connecticut, Delaware, Maryland, Massachusetts, Nevada, New Hampshire, New Mexico, Oklahoma, and Rhode Island not published separately to avoid disclosing data for individual operations."
20,"f","6/ Due to rounding, total colonies multiplied by total yield may not exactly equal production."
20,"f","7/ United States value of production will not equal summation of States."
21,"t","Honey: Released March 14, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
21,"t","Number of Colonies, Yield, and Production – United States: 2016 and 2017"
21,"t","[Operations with less than 5 colonies that also qualify as a farm]"
21,"h","","","","","","",""
21,"h","","Honey","Honey","Yield","Yield","",""
21,"h","State","producing","producing","per","per","Production","Production"
21,"h","","colonies 1/","colonies 1/","colony","colony","",""
21,"h","","","","","","",""
21,"h","","2016","2017","2016","2017","2016","2017"
21,"h","","","","","","",""
21,"u","","(1,000)","(1,000)","(pounds)","(pounds)","(1,000 pounds)","(1,000 pounds)"
21,"d","United States 2/",24,20,31.9,30.0,766,599
21,"c",""
21,"f","1/ Honey producing colonies are the maximum number of colonies from which honey was harvested during the year. It is possible to harvest honey from colonies which did not survive the entire year."
21,"f","2/ Due to rounding, total colonies multiplied by total yield may not exactly equal production."
18,"t","Honey: Released March 14, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
18,"t","Honey Price by Color Class – United States: 2016 and 2017"
18,"t","[Operations with 5 or more colonies that also qualify as a farm]"
18,"h","","","","","","",""
18,"h","","Price","Price","Price","Price","Price","Price"
18,"h","","","","","","",""
18,"h","Color class","Co-op and private","Co-op and private","Retail","Retail","All","All"
18,"h","","","","","","",""
18,"h","","2016","2017","2016","2017","2016","2017"
18,"h","","","","","","",""
18,"u","","(cents per pound)","(cents per pound)","(cents per pound)","(cents per pound)","(cents per pound)","(cents per pound)"
18,"d","Water white, extra white, white",189.1,199.9,463.8,380.1,195.5,201.6
18,"d","",,,,,,
18,"d","Extra light amber",190.8,202.7,433.7,458.8,200.8,213.5
18,"d","",,,,,,
18,"d","Light amber, amber, dark amber",194.8,198.4,452.9,484.8,233.0,232.2
18,"d","",,,,,,
18,"d","All other honey, area specialties",245.7,285.9,781.6,624.1,385.2,373.8
18,"d","",,,,,,
18,"d","All honey",192.0,201.0,474.5,477.7,211.9,215.6
18,"c",""
23,"t","Honey: Released March 14, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
23,"t","Queen, Package, and Nuc Prices Paid – United States: 2016 and 2017"
23,"t","[Operations that qualify as a farm. Represents prices paid by operations, regardless of whether honey produced. For more estimates on the total number of colonies, see the "Honey Bee Colonies" report]"
23,"h","","","","","","",""
23,"h","United States","Queen","Queen","Package","Package","Nuc","Nuc"
23,"h","","","","","","",""
23,"h","","2016","2017","2016","2017","2016","2017"
23,"h","","","","","","",""
23,"u","","(dollars per)","(dollars per)","(dollars per)","(dollars per)","(dollars per)","(dollars per)"
23,"d","Operations with",,,,,,
23,"d","  5 or more colonies",19,14,89,76,117,107
23,"d","  Less than 5 colonies",33,34,109,117,122,138
23,"c",""
26,"t","Honey: Released March 14, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
26,"t","Pollination and Other Income – United States: 2016 and 2017"
26,"t","[Operations that qualify as a farm. Represents incomes from the total number of colonies, regardless of whether honey was harvested. For more estimates on the total number of colonies, see the "Honey Bee Colonies" report]"
26,"h","","","","",""
26,"h","United States","Pollination income","Pollination income","Other income 1/","Other income 1/"
26,"h","","","","",""
26,"h","","2016","2017","2016","2017"
26,"h","","","","",""
26,"u","","(1,000 dollars)","(1,000 dollars)","(1,000 dollars)","(1,000 dollars)"
26,"d","  5 or more colonies",337834,435003,148523,163100
26,"d","  Less than 5 colonies","(S)","(S)","(S)","(S)"
26,"c",""
26,"f","(S)  Insufficient number of reports to establish an estimate."
26,"f","1/ Includes sales of queens, queen cells, beeswax, propolis, etc."
24,"t","Honey: Released March 14, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
24,"t","Expenditures for Honey Bee Operations – United States: 2016 and 2017"
24,"t","[Operations that qualify as a farm. Represents expenditures on the total number of colonies, regardless of whether honey was harvested. For more estimates on the total number of colonies, see the "Honey Bee Colonies" report]"
24,"h","","","","",""
24,"h","","5 or more colonies","5 or more colonies","Less than 5 colonies","Less than 5 colonies"
24,"h","Expenditures","","","",""
24,"h","","2016","2017","2016","2017"
24,"h","","","","",""
24,"u","","(1,000 dollars)","(1,000 dollars)","(1,000 dollars)","(1,000 dollars)"
24,"d","Varroa control and treatment",16042,17239,262,313
24,"d","Other colony issues 1/",6647,5919,82,121
24,"d","Feed 2/",50307,53075,482,538
24,"d","Foundation",7294,9776,320,326
24,"d","Hives/woodenware",9014,9989,706,796
24,"c",""
24,"f","1/ Includes Nosema, tracheal mites, foulbrood, paralysis, Kashmir, cloudy wing, etc."
24,"f","2/ Includes syrup, sugar water, honey, pollen patties, and other feeds."
25,"t","Honey: Released March 14, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
25,"t","Apiary Workers – United States: 2016 and 2017"
25,"t","[Operations that qualify as a farm. Represents number of paid and unpaid workers that worked with colonies, regardless of whether honey was harvested. For more estimates on the total number of colonies, see the "Honey Bee Colonies" report]"
25,"h","","",""
25,"h","United States","Apiary workers","Apiary workers"
25,"h","","",""
25,"h","","2016","2017"
25,"h","","",""
25,"u","","(workers)","(workers)"
25,"d","  5 or more colonies",24000,22000
25,"d","  Less than 5 colonies",19000,19000
25,"c",""
4,"t","Honey: Released March 14, 2018, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
4,"t","Reliability of Honey Estimates"
4,"t","[Based on data for the past 10 years]"
4,"h","","","","","","","",""
4,"h","","Root mean","90 percent","Difference between first and latest estimate","Difference between first and latest estimate","Difference between first and latest estimate","Difference between first and latest estimate","Difference between first and latest estimate"
4,"h","","square error","confidence","","","","",""
4,"h","","","level","","","","",""
4,"h","Item","","","","","","Years","Years"
4,"h","","","","","","","",""
4,"h","","","","Average","Smallest","Largest","Below latest","Above latest"
4,"h","","","","","","","",""
4,"u","","(percent)","(percent)","(1,000)","(1,000)","(1,000)","(number)","(number)"
4,"d","Honey producing colonies",1.3,2.4,17,-,85,4,1
4,"d","",,,,,,,
4,"d","Honey production",1.3,2.4,1073,-,4796,3,2
4,"c",""
4,"f","-  Represents zero."
